ORDER_ID,CUSTOMER_NAME,PRODUCT_NAME,PRODUCT_CATEGORY,ORDER_CITY,ORDER_STATE,ORDER_COUNTRY,SALES_CHANNEL,PAYMENT_METHOD,FEEDBACK,SALE_AMOUNT,DISCOUNT,ORDER_DATE,SHIPPING_DATE
ORD-3139,Aarti Sethi,Badminton Racket,Sports & Fitness,Springfield,IL,USA,Marketplace,COD,--Average--,2032.42,4.58,2025-03-16,2025-03-19
ORD-3140,Sakshi Singh,Instant Pot,Home & Kitchen,Springfield,NJ,USA,Retail,Debit Card,Dissatisfied,409.23,7.01,2024-02-23,2024-02-28
ORD-3141,Aarti Chandra  ,Whey Protein,Sports & Fitness,Richmond,NC,USA,Wholesale,Debit Card,Dissatisfied,980.37,5.48,2024-02-24,2024-02-27
ORD-3142,Piyush Kamath,Apple Watch,Electronics,Richmond,AR,USA,Online,Net Banking,***Outstanding***,1343.62,14.18,2024-10-16,2024-10-19
ORD-3143,Sweta Rao,Nivea Cream,Health & Personal Care,Memphis,AZ,USA,Wholesale,UPI,Neutral,1153.2,10.68,2025-08-31,2025-09-06
ORD-3144,Bhavna Mishra,Prestige Cooker,Home & Kitchen,Springfield,AR,USA,Wholesale,COD,##Excellent##,188.83,15.94,2026-05-18,2026-05-20
ORD-3145,Reema Bose  ,Havells Fan,Home & Kitchen,Orlando,FL,USA,Marketplace,Debit Card,Dissatisfied,1932.47,3.55,2024-04-04,2024-04-08
ORD-3146,Lakshmi Mehta,The Alchemist,Books,Portland,CT,USA,Marketplace,Net Banking,--Average--,1899.61,17.63,2026-01-20,2026-01-21
ORD-3147,Arun Bhat,HP Laptop,Electronics,Memphis,OK,USA,Online,Debit Card,--Average--,2060.94,1.02,2024-07-04,2024-07-07
ORD-3148,   Rahul Sharma,Apple Watch,Electronics,Miami,FL,USA,Online,Credit Card,Dissatisfied,1558.67,0.94,2024-09-16,2024-09-17
ORD-3149,Divya Bhatt,Realme Buds,Electronics,San Jose,CA,USA,Retail,Wallet,Very Satisfied,879.32,8.37,2024-03-25,2024-03-29
ORD-3150,Arjun Bhat,Canon Camera,Electronics,Memphis,OR,USA,Wholesale,UPI,##Excellent##,1250.85,4.53,2026-05-05,2026-05-09
ORD-3151,   Nupur Patel  ,MacBook Pro,Electronics  ,Colorado Springs,CO,USA,Marketplace,Net Banking,Very Satisfied,2456.0,12.07,2026-02-06,2026-02-11
ORD-3152,Manya Bhatt,Badminton Racket,Sports & Fitness,Seattle,WA,USA,Online,Credit Card,Dissatisfied,2086.7,18.84,2024-03-22,2024-03-27
ORD-3153,Aman Jain,The Lean Startup,Books,Springfield,NC,USA,Wholesale,UPI,##Excellent##,827.22,2.36,2024-02-23,2024-03-01
ORD-3154,   Rohan Tiwari,Fastrack Watch,Fashion,Richmond,MI,USA,Retail,COD,****Very Satisfied****,2485.85,18.43,2024-03-19,2024-03-22
ORD-3155,   Aditya Das,Ray-Ban Aviator,Fashion  ,Springfield,HI,USA,Online,Debit Card,***Outstanding***,75.33,1.44,2026-06-30,2026-07-04
ORD-3156,Sweta Naik,Sony TV,Electronics,Portland,IA,USA,Marketplace,UPI,Very Satisfied,874.07,3.61,2025-04-27,2025-04-28
ORD-3157,Meera Dubey,The Lean Startup,Books,Harrisburg,PA,USA,Online,COD,Very Satisfied,37.09,2.62,2025-11-29,2025-12-06
ORD-3158,Rohini Ghosh,Samsung Galaxy S21,Electronics,Springfield,WI,USA,Online,Net Banking,Very Satisfied,2442.35,3.36,2024-09-11,2024-09-13
ORD-3159,Anjali Pandey,Zara Jacket,Fashion  ,Springfield,KS,USA,Online,Wallet,--Average--,2308.1,9.44,2025-10-10,2025-10-11
ORD-3160,Anand Goyal,Instant Pot,Home & Kitchen,Richmond,OR,USA,Marketplace,Net Banking,--Average--,2140.29,4.59,2025-07-23,2025-07-26
ORD-3161,Priya Venkat,Puma Sneakers,Fashion,Springfield,TN,USA,Marketplace,Debit Card,Satisfied,2401.37,16.38,2025-10-15,2025-10-18
ORD-3162,   Preeti Nair,The Lean Startup,Books,Memphis,MO,USA,Retail,Credit Card,****Very Satisfied****,2018.82,12.52,2025-09-29,2025-10-06
ORD-3163,Preeti Deshpande,The Lean Startup,Books,Boulder,CO,USA,Online,Wallet,**Good**,1552.88,12.72,2025-10-09,2025-10-14
ORD-3164,Shubham Pillai,LOreal Shampoo,Health & Personal Care,Richmond,MS,USA,Retail,Debit Card,Satisfied,425.63,0.42,2024-06-23,2024-06-25
ORD-3165,Sakshi Sharma,LOreal Shampoo,Health & Personal Care  ,Springfield,UT,USA,Retail,Credit Card,Satisfied,2465.57,16.12,2024-07-23,2024-07-26
ORD-3166,Aman Reddy,Sapiens,Books  ,Philadelphia,PA,USA,Marketplace,UPI,Neutral,794.33,8.21,2026-06-05,2026-06-08
ORD-3167,Nikhil Malhotra,Ray-Ban Aviator,Fashion,Tacoma,WA,USA,Retail,COD,##Excellent##,1695.08,6.81,2025-12-05,2025-12-07
ORD-3168,Divya Bhatt,Yoga Mat,Sports & Fitness,Portland,NE,USA,Online,UPI,Satisfied,1110.07,9.64,2025-04-11,2025-04-12
ORD-3169,Dhruv Mehta,Fastrack Watch,Fashion,Richmond,HI,USA,Marketplace,COD,****Very Satisfied****,2415.98,13.01,2024-01-16,2024-01-19
ORD-3170,Anand Sen,Sapiens,Books,Philadelphia,PA,USA,Wholesale,Credit Card,##Excellent##,1713.73,1.13,2025-11-07,2025-11-11
ORD-3171,Pallavi Jain,Realme Buds,Electronics,Springfield,NC,USA,Marketplace,Net Banking,--Average--,715.15,2.16,2024-12-05,2024-12-10
ORD-3172,Aditya Chauhan  ,Atomic Habits,Books,Memphis,MN,USA,Online,Wallet,Neutral,1668.03,8.61,2025-10-24,2025-10-26
ORD-3173,Aarti Mukherjee,Dell Monitor,Electronics,Memphis,HI,USA,Online,COD,##Excellent##,786.18,16.59,2024-08-26,2024-08-31
ORD-3174,Suresh Agarwal,Lenovo ThinkPad,Electronics,Portland,HI,USA,Retail,Wallet,****Very Satisfied****,1267.32,18.56,2025-07-14,2025-07-20
ORD-3175,Varun Bhat,Instant Pot,Home & Kitchen,Richmond,MA,USA,Wholesale,COD,****Very Satisfied****,995.44,11.8,2024-07-30,2024-08-04
ORD-3176,Vikas Mukherjee,Dettol Sanitizer,Health & Personal Care,Springfield,MN,USA,Marketplace,COD,**Good**,470.98,11.47,2026-03-25,2026-04-01
ORD-3177,Sunita Sethi,Instant Pot,Home & Kitchen,Richmond,NE,USA,Wholesale,UPI,Neutral,1877.6,6.22,2025-11-10,2025-11-14
ORD-3178,Ananya Iyer,Dettol Sanitizer,Health & Personal Care,Springfield,KS,USA,Online,Wallet,***Outstanding***,1418.07,2.53,2025-10-13,2025-10-19
ORD-3179,   Ritika Rao,Cricket Bat,Sports & Fitness,Springfield,IN,USA,Online,Credit Card,Satisfied,2252.77,13.22,2024-08-13,2024-08-20
ORD-3180,Rajesh Agarwal  ,LOreal Shampoo,Health & Personal Care,Memphis,AZ,USA,Wholesale,Net Banking,Satisfied,564.53,16.31,2024-06-03,2024-06-08
ORD-3181,   Amit Das,Nike Air Max,Fashion,Memphis,AR,USA,Online,Debit Card,Dissatisfied,485.13,3.15,2026-02-05,2026-02-11
ORD-3182,Tanvi Dubey,Zara Jacket,Fashion,Harrisburg,PA,USA,Online,Debit Card,****Very Satisfied****,2342.65,13.62,2025-04-28,2025-04-29
ORD-3183,Megha Patel,MacBook Pro,Electronics,Portland,UT,USA,Wholesale,COD,***Outstanding***,1706.11,0.48,2026-01-10,2026-01-13
ORD-3184,Vishal Mehta,Zero to One,Books,Cleveland,OH,USA,Retail,Debit Card,##Excellent##,1390.13,12.16,2024-09-03,2024-09-09
ORD-3185,Vishal Sharma,iPhone 13,Electronics,Columbus,OH,USA,Marketplace,Debit Card,****Very Satisfied****,2327.64,5.59,2026-04-24,2026-04-29
ORD-3186,Arun Iyer,MacBook Pro,Electronics  ,Memphis,HI,USA,Retail,Debit Card,--Average--,217.19,9.31,2025-05-16,2025-05-17
ORD-3187,Reema Goyal,Godrej Fridge,Home & Kitchen,Portland,KS,USA,Marketplace,Wallet,Very Satisfied,1416.68,1.98,2025-04-15,2025-04-17
ORD-3188,Anand Malhotra,The Lean Startup,Books,Springfield,KS,USA,Retail,Net Banking,Very Satisfied,544.77,17.33,2026-01-05,2026-01-11
ORD-3189,Deepak Pandey,Nivea Cream,Health & Personal Care,Portland,MA,USA,Wholesale,Credit Card,Neutral,443.14,3.79,2024-11-01,2024-11-05
ORD-3190,Siddharth Menon,LOreal Shampoo,Health & Personal Care,San Diego,CA,USA,Marketplace,COD,****Very Satisfied****,2488.19,11.17,2026-02-05,2026-02-07
ORD-3191,   Swati Banerjee,Sapiens,Books,Naperville,IL,USA,Retail,Wallet,Satisfied,2338.6,12.92,2025-02-15,2025-02-18
ORD-3192,Sweta Chandra,Whey Protein,Sports & Fitness,Memphis,AZ,USA,Wholesale,COD,--Average--,899.11,17.67,2024-10-04,2024-10-05
ORD-3193,Sonal Saxena,Realme Buds,Electronics,Portland,NE,USA,Online,Debit Card,##Excellent##,2387.26,12.03,2025-12-01,2025-12-05
ORD-3194,Pallavi Yadav,Dettol Sanitizer,Health & Personal Care,Richmond,AR,USA,Retail,UPI,Very Satisfied,800.21,5.28,2025-11-19,2025-11-20
ORD-3195,Ravi Khanna,HP Laptop,Electronics  ,Springfield,MA,USA,Marketplace,Wallet,**Good**,107.27,15.84,2025-06-06,2025-06-08
ORD-3196,Saurabh Banerjee,Badminton Racket,Sports & Fitness,Portland,MI,USA,Marketplace,UPI,Satisfied,917.48,4.6,2025-12-06,2025-12-13
ORD-3197,Manya Agarwal,MacBook Pro,Electronics,Springfield,MA,USA,Online,Debit Card,##Excellent##,2008.49,14.13,2025-01-13,2025-01-20
ORD-3198,Suresh Chandra,Adidas Ultraboost,Fashion,Springfield,UT,USA,Wholesale,UPI,****Very Satisfied****,561.15,10.36,2025-11-29,2025-12-04
ORD-3199,Vikas Bajaj,Titan Raga,Fashion,Portland,OK,USA,Retail,COD,Dissatisfied,1539.97,17.03,2026-03-10,2026-03-14
ORD-3200,Vivek Menon,JBL Speaker,Electronics,Memphis,WI,USA,Retail,UPI,***Outstanding***,1055.21,12.75,2025-03-20,2025-03-22
ORD-3201,Tanu Tiwari,Clean Code,Books,Richmond,CT,USA,Retail,COD,##Excellent##,492.79,7.98,2024-09-26,2024-10-01
ORD-3202,Sunita Nair,Bose Headphones,Electronics,Richmond,MA,USA,Wholesale,Credit Card,Satisfied,1035.89,0.24,2025-06-18,2025-06-23
ORD-3203,Preeti Shetty,Badminton Racket,Sports & Fitness,Memphis,OK,USA,Retail,Debit Card,Very Satisfied,554.31,15.9,2024-02-25,2024-02-28
ORD-3204,Sunita Bajaj,Cricket Bat,Sports & Fitness,Springfield,IL,USA,Marketplace,Wallet,Very Satisfied,388.4,2.2,2026-05-18,2026-05-20
ORD-3205,Neha Bhat,Allen Solly Shirt,Fashion,Portland,HI,USA,Marketplace,UPI,Very Satisfied,1303.41,2.68,2025-09-15,2025-09-20
ORD-3206,Jyoti Goyal,JBL Speaker,Electronics,Richmond,HI,USA,Online,Wallet,Dissatisfied,1145.68,5.95,2026-01-14,2026-01-21
ORD-3207,Divya Arora,LOreal Shampoo,Health & Personal Care,Houston,TX,USA,Retail,Wallet,Neutral,2390.17,16.66,2024-06-23,2024-06-30
ORD-3208,Bhavna Arora,Logitech MX Master 3,Electronics,Naperville,IL,USA,Wholesale,UPI,Neutral,867.51,2.08,2024-09-06,2024-09-09
ORD-3209,Yash Ghosh,The Lean Startup,Books,Springfield,NC,USA,Wholesale,Wallet,****Very Satisfied****,2484.81,17.45,2024-12-15,2024-12-20
ORD-3210,Manish Pandey,Sapiens,Books,Springfield,KS,USA,Retail,UPI,Satisfied,1611.93,8.98,2025-03-20,2025-03-22
ORD-3211,Sanjay Sethi,MacBook Pro,Electronics  ,Memphis,KS,USA,Online,UPI,Dissatisfied,1856.78,18.88,2024-09-07,2024-09-14
ORD-3212,Kavya Kulkarni,Prestige Cooker,Home & Kitchen,Augusta,GA,USA,Retail,Net Banking,**Good**,1792.61,19.11,2025-03-10,2025-03-12
ORD-3213,Rahul Singh,iPhone 13,Electronics,Naperville,IL,USA,Retail,UPI,****Very Satisfied****,252.21,10.43,2025-08-01,2025-08-02
ORD-3214,Geeta Nair,Havells Fan,Home & Kitchen,Cleveland,OH,USA,Wholesale,Wallet,****Very Satisfied****,1552.8,8.08,2025-01-03,2025-01-10
ORD-3215,Harsh Iyer,OnePlus 12,Electronics,Richmond,MO,USA,Marketplace,Credit Card,**Good**,255.96,9.86,2025-07-08,2025-07-13
ORD-3216,Anjali Dubey,JBL Speaker,Electronics  ,Memphis,IA,USA,Marketplace,Net Banking,Satisfied,1488.7,6.79,2024-04-17,2024-04-20
ORD-3217,   Rajesh Kamath,Godrej Fridge,Home & Kitchen,Tacoma,WA,USA,Online,COD,Satisfied,1473.62,9.72,2025-01-07,2025-01-12
ORD-3218,Disha Pillai,Havells Fan,Home & Kitchen,Richmond,HI,USA,Retail,UPI,Dissatisfied,823.39,8.0,2026-02-15,2026-02-18
ORD-3219,Kiran Kulkarni,Dell Monitor,Electronics,Portland,NC,USA,Retail,UPI,****Very Satisfied****,2315.15,9.51,2026-06-17,2026-06-21
ORD-3220,Kunal Arora,Godrej Fridge,Home & Kitchen,Richmond,AZ,USA,Marketplace,Credit Card,**Good**,979.71,2.77,2024-07-26,2024-07-31
ORD-3221,Kavya Arora,Zero to One,Books,Tampa,FL,USA,Wholesale,COD,***Outstanding***,1521.3,13.83,2025-11-10,2025-11-15
ORD-3222,Deepak Naik,The Alchemist,Books,Pittsburgh,PA,USA,Marketplace,Wallet,--Average--,2105.44,3.19,2024-09-02,2024-09-07
ORD-3223,Manya Tiwari  ,Apple Watch,Electronics,Seattle,WA,USA,Retail,Net Banking,Dissatisfied,1373.22,1.63,2024-10-17,2024-10-19
ORD-3224,   Piyush Roy  ,Godrej Fridge,Home & Kitchen,Memphis,NJ,USA,Wholesale,UPI,****Very Satisfied****,1137.92,2.62,2024-02-18,2024-02-19
ORD-3225,Jyoti Goyal,Sapiens,Books,Portland,NC,USA,Retail,Credit Card,***Outstanding***,1247.53,7.95,2025-03-22,2025-03-28
ORD-3226,Lakshmi Chopra,Zara Jacket,Fashion,Memphis,NC,USA,Retail,Credit Card,**Good**,2065.1,18.07,2024-03-13,2024-03-16
ORD-3227,Preeti Reddy,Puma Sneakers,Fashion,Memphis,MN,USA,Retail,COD,--Average--,2431.84,19.49,2026-02-14,2026-02-17
ORD-3228,   Sonal Mehta,Ray-Ban Aviator,Fashion,Richmond,NE,USA,Marketplace,COD,Neutral,1297.24,18.29,2025-08-11,2025-08-15
ORD-3229,Kiran Patel  ,iPhone 13,Electronics  ,Richmond,MI,USA,Wholesale,UPI,--Average--,2246.7,11.31,2026-05-22,2026-05-27
ORD-3230,Ravi Bose,Prestige Cooker,Home & Kitchen,Memphis,IN,USA,Marketplace,Credit Card,***Outstanding***,1998.88,14.8,2025-08-17,2025-08-19
ORD-3231,Disha Naik,Puma Sneakers,Fashion,Memphis,TN,USA,Wholesale,Net Banking,**Good**,654.6,18.46,2024-12-13,2024-12-18
ORD-3232,Anjali Bhat,LOreal Shampoo,Health & Personal Care,Portland,CT,USA,Online,Credit Card,##Excellent##,1775.95,8.23,2025-07-22,2025-07-23
ORD-3233,   Sanjay Menon,iPad Air,Electronics,Springfield,OK,USA,Marketplace,Credit Card,***Outstanding***,2114.11,1.03,2026-01-29,2026-02-02
ORD-3234,Kavya Patel,iPad Air,Electronics,Portland,MN,USA,Retail,Credit Card,Dissatisfied,1464.01,4.05,2024-10-26,2024-10-28
ORD-3235,   Aman Sen  ,MacBook Pro,Electronics,Richmond,UT,USA,Wholesale,Debit Card,Dissatisfied,2209.5,18.97,2025-06-10,2025-06-12
ORD-3236,Neha Roy,Dettol Sanitizer,Health & Personal Care,Springfield,CT,USA,Marketplace,Debit Card,Satisfied,419.09,17.36,2026-02-05,2026-02-09
ORD-3237,Reema Pillai,Lenovo ThinkPad,Electronics,Springfield,NJ,USA,Wholesale,UPI,***Outstanding***,1250.0,7.2,2024-01-05,2024-01-08
ORD-3238,Yash Banerjee,Instant Pot,Home & Kitchen,Spokane,WA,USA,Retail,Debit Card,Very Satisfied,1351.58,5.53,2026-01-25,2026-01-28
ORD-3239,Vishal Deshpande,Ray-Ban Aviator,Fashion,Denver,CO,USA,Retail,COD,****Very Satisfied****,1967.55,19.33,2024-04-17,2024-04-23
ORD-3240,Sakshi Bhatt,Adidas Ultraboost,Fashion,Miami,FL,USA,Wholesale,Wallet,**Good**,716.86,13.0,2024-01-26,2024-01-29
ORD-3241,Ritika Rao,Nivea Cream,Health & Personal Care,Springfield,KS,USA,Wholesale,Debit Card,***Outstanding***,1893.64,8.29,2025-02-05,2025-02-11
ORD-3242,Girish Bose,Atomic Habits,Books,Portland,AR,USA,Retail,COD,Very Satisfied,1887.55,6.52,2024-11-17,2024-11-24
ORD-3243,Amit Nair  ,Dell Monitor,Electronics,Springfield,OR,USA,Marketplace,Net Banking,Dissatisfied,540.01,4.12,2025-10-09,2025-10-16
ORD-3244,Kavya Chopra,Zero to One,Books,Richmond,IN,USA,Online,Credit Card,**Good**,802.37,6.11,2024-05-02,2024-05-07
ORD-3245,   Preeti Srivastava,iPhone 13,Electronics,Richmond,MN,USA,Wholesale,Wallet,**Good**,944.51,2.67,2025-10-14,2025-10-17
ORD-3246,Kiran Kapoor,Sapiens,Books,Cincinnati,OH,USA,Retail,Credit Card,Satisfied,2496.98,16.35,2024-11-28,2024-11-30
ORD-3247,Simran Tiwari,Levi Jeans,Fashion,Springfield,NV,USA,Marketplace,COD,***Outstanding***,2119.73,10.56,2024-09-06,2024-09-13
ORD-3248,Sweta Verma,Fastrack Watch,Fashion,Portland,NV,USA,Online,UPI,Neutral,709.56,0.62,2026-03-08,2026-03-12
ORD-3249,Ritika Malhotra,Ray-Ban Aviator,Fashion,New York,NY,USA,Wholesale,Net Banking,Satisfied,1308.2,10.09,2025-10-25,2025-10-30
ORD-3250,Meera Agarwal  ,Puma Sneakers,Fashion  ,Memphis,WI,USA,Wholesale,Debit Card,***Outstanding***,1501.67,19.25,2024-04-07,2024-04-12
ORD-3251,Vivek Pandey,Zero to One,Books,Memphis,CT,USA,Retail,Net Banking,Neutral,1390.63,19.97,2024-10-01,2024-10-02
ORD-3252,Rajesh Chauhan,Nivea Cream,Health & Personal Care,Richmond,MN,USA,Marketplace,UPI,--Average--,1292.69,18.03,2024-04-05,2024-04-11
ORD-3253,Geeta Menon  ,Yoga Mat,Sports & Fitness,Portland,IA,USA,Online,Debit Card,Satisfied,1819.93,10.28,2024-05-13,2024-05-19
ORD-3254,   Bhavna Chatterjee,Bose Headphones,Electronics,Cincinnati,OH,USA,Wholesale,Debit Card,Neutral,1972.23,9.28,2024-12-07,2024-12-08
ORD-3255,Vikas Venkat,Apple Watch,Electronics,Memphis,MO,USA,Wholesale,Debit Card,Dissatisfied,286.87,13.19,2024-09-17,2024-09-21
ORD-3256,Naveen Deshpande,Levi Jeans,Fashion,Portland,NJ,USA,Marketplace,Net Banking,Very Satisfied,715.02,12.99,2024-02-06,2024-02-07
ORD-3257,   Ritika Gupta,Instant Pot,Home & Kitchen,Springfield,MA,USA,Retail,Credit Card,***Outstanding***,555.32,1.94,2024-07-24,2024-07-30
ORD-3258,Pranav Khanna,Zara Jacket,Fashion,Portland,MN,USA,Retail,Wallet,--Average--,715.8,17.28,2025-08-28,2025-09-02
ORD-3259,Ashwin Joshi,Pigeon Mixer,Home & Kitchen,Memphis,IA,USA,Online,Debit Card,Satisfied,2357.46,6.42,2025-09-06,2025-09-13
ORD-3260,Sonal Chopra,Sony TV,Electronics,Springfield,HI,USA,Marketplace,COD,--Average--,1663.41,9.51,2025-09-26,2025-10-03
ORD-3261,Komal Mehta,LOreal Shampoo,Health & Personal Care,Springfield,UT,USA,Marketplace,Debit Card,***Outstanding***,888.72,9.49,2025-12-16,2025-12-19
ORD-3262,Pranav Srivastava,Realme Buds,Electronics,Springfield,AR,USA,Wholesale,UPI,Dissatisfied,523.58,18.26,2024-01-10,2024-01-17
ORD-3263,Monali Dubey,Levi Jeans,Fashion,Richmond,NJ,USA,Wholesale,Debit Card,****Very Satisfied****,985.93,9.22,2024-11-25,2024-12-02
ORD-3264,Nisha Dubey,Levi Jeans,Fashion,Springfield,CT,USA,Online,Debit Card,****Very Satisfied****,1319.24,9.64,2024-06-07,2024-06-08
ORD-3265,Priya Kamath,Badminton Racket,Sports & Fitness,Memphis,MA,USA,Online,COD,Dissatisfied,1943.95,5.92,2026-06-01,2026-06-08
ORD-3266,Aman Khanna,Ray-Ban Aviator,Fashion,Memphis,MN,USA,Online,UPI,##Excellent##,967.95,15.91,2025-08-22,2025-08-24
ORD-3267,Simran Mehta  ,Zara Jacket,Fashion,Springfield,CT,USA,Online,COD,Very Satisfied,1624.59,17.91,2026-04-06,2026-04-13
ORD-3268,Ritika Chauhan,LOreal Shampoo,Health & Personal Care,Springfield,MS,USA,Marketplace,Wallet,--Average--,1787.87,10.44,2025-03-29,2025-04-04
ORD-3269,Raj Kamath,Bose Headphones,Electronics,Richmond,KS,USA,Marketplace,Credit Card,****Very Satisfied****,1988.93,0.19,2025-03-12,2025-03-14
ORD-3270,Geeta Chopra,Whey Protein,Sports & Fitness,Memphis,TN,USA,Online,Wallet,##Excellent##,1118.82,17.18,2024-01-11,2024-01-14
ORD-3271,Sakshi Mishra,Canon Camera,Electronics,Columbus,OH,USA,Wholesale,Wallet,Satisfied,1042.7,3.94,2024-09-25,2024-09-29
ORD-3272,Ananya Venkat,The Alchemist,Books,Naperville,IL,USA,Retail,Net Banking,***Outstanding***,2204.09,11.03,2024-06-19,2024-06-20
ORD-3273,   Jyoti Bose,Samsung Galaxy S21,Electronics,New York,NY,USA,Wholesale,UPI,Very Satisfied,361.19,2.44,2024-06-25,2024-07-02
ORD-3274,   Tarun Ghosh,Cricket Bat,Sports & Fitness,Portland,IN,USA,Online,Net Banking,****Very Satisfied****,1862.25,4.24,2024-08-23,2024-08-29
ORD-3275,Preeti Jain,The Lean Startup,Books,Springfield,NE,USA,Marketplace,UPI,##Excellent##,1285.34,9.58,2025-04-29,2025-05-01
ORD-3276,Akash Goyal,Puma Sneakers,Fashion,Richmond,MS,USA,Wholesale,Wallet,Neutral,1383.95,15.62,2024-11-01,2024-11-08
ORD-3277,Manish Malhotra  ,Ray-Ban Aviator,Fashion,Portland,NE,USA,Marketplace,Net Banking,##Excellent##,2047.96,14.8,2024-09-08,2024-09-09
ORD-3278,Lakshmi Agarwal,Realme Buds,Electronics,Portland,NV,USA,Marketplace,Wallet,**Good**,361.77,7.45,2024-05-29,2024-06-04
ORD-3279,Aman Chauhan,The Alchemist,Books  ,Springfield,NM,USA,Wholesale,COD,Dissatisfied,2214.93,8.89,2026-05-29,2026-06-02
ORD-3280,Kavya Malhotra,Allen Solly Shirt,Fashion,Springfield,IA,USA,Marketplace,UPI,**Good**,1835.16,19.88,2024-01-31,2024-02-03
ORD-3281,Ashwin Kapoor  ,Badminton Racket,Sports & Fitness,Springfield,TN,USA,Marketplace,Wallet,--Average--,513.98,18.81,2024-09-30,2024-10-05
ORD-3282,Pallavi Singh,Whey Protein,Sports & Fitness,Portland,WI,USA,Marketplace,COD,Very Satisfied,196.78,11.09,2024-07-30,2024-08-04
ORD-3283,Girish Tiwari,Zara Jacket,Fashion,Seattle,WA,USA,Wholesale,Net Banking,****Very Satisfied****,1658.41,11.73,2024-08-13,2024-08-17
ORD-3284,   Komal Kumar,Badminton Racket,Sports & Fitness,Portland,WI,USA,Marketplace,Debit Card,***Outstanding***,431.55,4.85,2025-03-14,2025-03-15
ORD-3285,Disha Singh,iPad Air,Electronics,Memphis,IA,USA,Retail,Net Banking,--Average--,94.97,9.71,2025-01-19,2025-01-24
ORD-3286,Sweta Chauhan,Philips Air Fryer,Home & Kitchen,Memphis,TN,USA,Marketplace,Credit Card,**Good**,1305.59,1.87,2025-02-13,2025-02-20
ORD-3287,Siddharth Kulkarni,Zara Jacket,Fashion,Portland,IA,USA,Wholesale,Wallet,Satisfied,692.19,7.11,2024-11-06,2024-11-10
ORD-3288,Aditya Mukherjee,Pigeon Mixer,Home & Kitchen,Seattle,WA,USA,Retail,Net Banking,Neutral,423.1,0.5,2024-10-14,2024-10-19
ORD-3289,Jyoti Kapoor  ,Clean Code,Books,Pittsburgh,PA,USA,Wholesale,Wallet,****Very Satisfied****,981.65,16.7,2025-11-10,2025-11-15
ORD-3290,Rohan Iyer,Levi Jeans,Fashion,Harrisburg,PA,USA,Retail,Credit Card,****Very Satisfied****,2460.28,13.22,2024-10-21,2024-10-25
ORD-3291,Nupur Pillai,Whey Protein,Sports & Fitness,Boulder,CO,USA,Wholesale,UPI,****Very Satisfied****,2190.46,19.53,2025-07-28,2025-07-30
ORD-3292,Monali Deshpande,iPad Air,Electronics,Naperville,IL,USA,Marketplace,Debit Card,--Average--,1548.1,8.84,2025-04-16,2025-04-18
ORD-3293,Akash Mishra,The Lean Startup,Books,Richmond,IN,USA,Retail,Wallet,**Good**,1819.92,11.29,2025-07-10,2025-07-16
ORD-3294,Preeti Pillai,Lenovo ThinkPad,Electronics,Memphis,TN,USA,Wholesale,UPI,****Very Satisfied****,971.52,18.26,2024-02-19,2024-02-21
ORD-3295,Pranav Sethi,Allen Solly Shirt,Fashion,Springfield,IN,USA,Marketplace,COD,****Very Satisfied****,2219.76,3.77,2024-03-13,2024-03-19
ORD-3296,Sonal Kamath,HP Laptop,Electronics  ,Chicago,IL,USA,Wholesale,Net Banking,Satisfied,1956.94,12.98,2024-11-04,2024-11-07
ORD-3297,Saurabh Bose,HP Laptop,Electronics,Springfield,MN,USA,Wholesale,UPI,--Average--,201.97,3.02,2025-03-17,2025-03-24
ORD-3298,Ankita Agarwal,JBL Speaker,Electronics,San Francisco,CA,USA,Retail,Debit Card,Neutral,2398.69,17.44,2025-08-25,2025-08-30
ORD-3299,Kavya Kulkarni,Titan Raga,Fashion,Memphis,NE,USA,Wholesale,UPI,Neutral,2192.76,16.36,2024-06-18,2024-06-19
ORD-3300,Tanu Sen,Ray-Ban Aviator,Fashion,Memphis,OK,USA,Marketplace,Credit Card,--Average--,1439.2,6.59,2025-01-03,2025-01-07
ORD-3301,Rahul Pillai,Himalaya Face Wash,Health & Personal Care,Springfield,NM,USA,Wholesale,Debit Card,***Outstanding***,1352.6,13.2,2024-10-10,2024-10-13
ORD-3302,Manish Roy,Prestige Cooker,Home & Kitchen,Cincinnati,OH,USA,Retail,Net Banking,Neutral,361.02,13.0,2026-05-05,2026-05-07
ORD-3303,Varun Nair,Sony TV,Electronics,Memphis,AR,USA,Retail,Credit Card,--Average--,2260.63,9.74,2024-04-29,2024-04-30
ORD-3304,Sunita Yadav,Puma Sneakers,Fashion,Buffalo,NY,USA,Online,UPI,##Excellent##,2034.14,14.13,2026-06-26,2026-06-30
ORD-3305,Saurabh Das  ,Philips Air Fryer,Home & Kitchen,Memphis,TN,USA,Online,Net Banking,***Outstanding***,2465.92,7.8,2024-02-25,2024-02-26
ORD-3306,Varun Verma,Apple Watch,Electronics,Chicago,IL,USA,Marketplace,Net Banking,**Good**,1810.5,1.67,2024-08-08,2024-08-13
ORD-3307,Vishal Joshi,iPhone 13,Electronics,Chicago,IL,USA,Retail,Wallet,**Good**,2265.81,2.33,2026-02-08,2026-02-14
ORD-3308,   Deepak Arora,JBL Speaker,Electronics,New York,NY,USA,Retail,Wallet,***Outstanding***,1679.65,10.3,2026-01-14,2026-01-18
