EMP_ID,FIRST_NAME,LAST_NAME,DEPARTMENT,JOB_TITLE,SALARY,HIRE_DATE,MANAGER_ID,OFFICE_CITY,PERFORMANCE_RATING,IS_ACTIVE
4266,Mohit,Kapoor,Operations,Ops Executive,63189.09,2016-05-27,4064,Bhopal,AVERAGE,TRUE
4267,Nisha,Sen,Sales,Business Development Rep,93809.89,2016-09-12,3796,Raipur,AVERAGE,TRUE
4268,Anand,Rao,IT,Network Engineer,95107.53,2020-08-14,2517,Ranchi,AVERAGE,TRUE
4269,Meera,Naik,Operations,Logistics Lead,96491.86,2022-01-25,,Bhopal,GOOD,TRUE
4270,Vikram,Srivastava,Finance,Accounts Executive,56778.83,2021-01-21,3974,Chennai,EXCEPTIONAL,TRUE
4271,Vikram,Chandra,Marketing,Digital Marketing Exec,47694.39,2025-01-27,3224,Visakhapatnam,GOOD,TRUE
4272,Kiran,Bose,Engineering,Senior Developer,45899.11,2015-01-22,2364,Patna,AVERAGE,TRUE
4273,Kavya,Hegde,Sales,Sales Executive,126783.07,2017-11-11,2758,Gurgaon,AVERAGE,TRUE
4274,Harsh,Joshi,Engineering,Senior Developer,110341.94,2022-03-31,3137,Patna,GOOD,TRUE
4275,Nupur,Mishra,HR,HR Director,241584.27,2024-10-06,,Mumbai,POOR,TRUE
4276,Kriti,Mishra,Analytics,Data Scientist,142600.17,2018-10-13,2348,Pune,GOOD,TRUE
4277,Deepak,Bose,Finance,Financial Planner,51167.29,2022-06-01,3901,Dehradun,GOOD,TRUE
4278,Manya,Das,Finance,Financial Planner,96045.81,2019-05-29,3204,Hyderabad,AVERAGE,TRUE
4279,Sanjay,Saxena,Sales,Sales Director,149874.78,2017-09-16,,Ahmedabad,GOOD,TRUE
4280,Naveen,Sethi,Analytics,Data Analyst,69585.79,2022-01-04,2348,Kolkata,GOOD,TRUE
4281,Kavya,Bajaj,Marketing,SEO Specialist,139521.75,2015-06-01,2429,Ranchi,AVERAGE,TRUE
4282,Gaurav,Ghosh,IT,IT Support,45922.3,2017-11-11,3599,Mysuru,POOR,TRUE
4283,Tarun,Khanna,HR,People Ops Lead,147709.43,2018-12-18,,Goa,EXCEPTIONAL,TRUE
4284,Harsh,Tiwari,Finance,CFO,46957.49,2024-12-17,2623,Noida,EXCEPTIONAL,TRUE
4285,Kriti,Bajaj,Product,Product Analyst,42192.26,2024-12-19,2437,Thiruvananthapuram,GOOD,FALSE
4286,Manya,Chandra,Operations,Warehouse Manager,244258.35,2020-07-10,,Thiruvananthapuram,AVERAGE,TRUE
4287,Kunal,Naik,Finance,Accounts Executive,89999.27,2016-02-06,3807,Visakhapatnam,AVERAGE,TRUE
4288,Piyush,Kulkarni,Marketing,Brand Manager,280401.99,2023-10-26,,Bhubaneswar,GOOD,TRUE
4289,Shreya,Mehta,Analytics,Data Analyst,51955.64,2019-05-27,4184,Nagpur,GOOD,TRUE
4290,Anand,Bose,HR,HR Director,254589.29,2017-06-30,,Coimbatore,AVERAGE,TRUE
4291,Tushar,Pandey,IT,Cloud Engineer,31368.77,2025-06-21,3977,Coimbatore,POOR,TRUE
4292,Siddharth,Sethi,Engineering,QA Engineer,44941.43,2017-04-14,3237,Patna,GOOD,TRUE
4293,Reema,Nair,Sales,Business Development Rep,34510.25,2024-06-21,3190,Dehradun,GOOD,TRUE
4294,Aarti,Tiwari,Engineering,Senior Developer,117500.69,2020-05-02,2527,Gurgaon,EXCEPTIONAL,TRUE
4295,Kunal,Verma,Product,Scrum Master,81880.67,2018-02-17,2157,Gurgaon,GOOD,TRUE
4296,Girish,Joshi,Analytics,Data Analyst,127755.79,2021-03-24,3966,Vadodara,GOOD,TRUE
4297,Neha,Das,Legal,Legal Counsel,100327.39,2021-01-18,4207,Bhopal,EXCEPTIONAL,TRUE
4298,Nikhil,Hegde,Finance,Accounts Executive,133683.76,2017-11-09,2947,Mysuru,AVERAGE,TRUE
4299,Geeta,Bhatt,IT,Cloud Engineer,39496.85,2020-10-17,3594,Bhubaneswar,POOR,TRUE
4300,Rohini,Bajaj,Engineering,Architect,104156.21,2022-02-01,2971,Ahmedabad,EXCEPTIONAL,FALSE
4301,Fatima,Menon,Marketing,Digital Marketing Exec,47604.0,2016-08-21,4154,Bengaluru,GOOD,TRUE
4302,Vikas,Gupta,IT,Network Engineer,133787.9,2017-03-23,2458,Kochi,AVERAGE,TRUE
4303,Divya,Singh,HR,People Ops Lead,237674.48,2018-01-13,,Lucknow,GOOD,TRUE
4304,Mohit,Chatterjee,Finance,Analyst,77014.61,2024-06-05,2250,Delhi,AVERAGE,TRUE
4305,Meera,Iyer,Finance,Analyst,105273.19,2022-06-30,3867,Vadodara,GOOD,TRUE
4306,Simran,Reddy,Legal,Paralegal,81765.07,2017-10-27,2263,Ranchi,AVERAGE,TRUE
4307,Megha,Bhat,HR,HR Manager,111941.97,2022-03-10,,Indore,EXCEPTIONAL,TRUE
4308,Komal,Bhat,HR,HR Manager,122475.07,2018-05-01,,Raipur,AVERAGE,TRUE
4309,Anjali,Mishra,Operations,Ops Manager,253107.91,2023-10-19,,Ahmedabad,GOOD,TRUE
4310,Ritika,Bajaj,Analytics,Data Scientist,106741.59,2017-07-01,2348,Chandigarh,EXCEPTIONAL,TRUE
4311,Pranav,Chauhan,Marketing,Brand Manager,253928.07,2015-05-28,,Chandigarh,GOOD,TRUE
4312,Pallavi,Bhat,Marketing,Digital Marketing Exec,82191.59,2023-02-18,2647,Chandigarh,GOOD,TRUE
4313,Megha,Menon,Operations,Supply Chain Analyst,120283.15,2015-06-06,2195,Ranchi,AVERAGE,TRUE
4314,Ravi,Agarwal,Operations,Supply Chain Analyst,91147.79,2018-01-13,3840,Chennai,EXCEPTIONAL,FALSE
4315,Neha,Patel,HR,HR Executive,105392.96,2016-01-17,3353,Coimbatore,GOOD,TRUE
4316,Preeti,Mishra,HR,HR Manager,147653.77,2020-02-29,,Ranchi,GOOD,TRUE
4317,Swati,Chauhan,Engineering,DevOps Engineer,107147.49,2015-05-14,3369,Hyderabad,AVERAGE,TRUE
4318,Lakshmi,Mukherjee,Legal,Contract Specialist,99473.33,2015-06-21,3023,Coimbatore,AVERAGE,TRUE
4319,Vivek,Agarwal,Legal,Legal Counsel,123387.22,2022-03-31,4225,Thiruvananthapuram,AVERAGE,TRUE
4320,Siddharth,Das,Sales,Sales Executive,106348.4,2021-10-26,2617,Hyderabad,GOOD,TRUE
4321,Reema,Khanna,Operations,Supply Chain Analyst,118259.88,2016-11-17,4183,Indore,GOOD,TRUE
4322,Girish,Tiwari,Finance,Financial Planner,42541.87,2017-08-20,2227,Pune,AVERAGE,TRUE
4323,Tushar,Bhatt,Engineering,Senior Developer,144454.76,2018-11-19,3615,Bhopal,AVERAGE,FALSE
4324,Simran,Hegde,Finance,Analyst,86955.81,2025-01-10,3348,Jaipur,POOR,TRUE
4325,Siddharth,Ghosh,IT,IT Support,102326.49,2022-11-19,2720,Patna,AVERAGE,TRUE
4326,Lakshmi,Menon,HR,HR Director,104243.84,2015-09-12,,Jaipur,GOOD,TRUE
4327,Rahul,Kapoor,Engineering,DevOps Engineer,149763.66,2016-08-15,2200,Chennai,GOOD,TRUE
4328,Siddharth,Rao,Finance,Finance Manager,125008.09,2016-11-04,,Goa,EXCEPTIONAL,TRUE
4329,Rajesh,Goyal,Sales,Sales Manager,288302.38,2016-12-21,,Gurgaon,GOOD,TRUE
4330,Abhishek,Mukherjee,Sales,Account Manager,94574.86,2020-06-06,,Noida,GOOD,TRUE
4331,Sonal,Mukherjee,Legal,Legal Manager,85692.27,2017-09-19,,Delhi,AVERAGE,TRUE
4332,Girish,Malhotra,Analytics,Data Analyst,107068.14,2018-02-27,3887,Ranchi,AVERAGE,TRUE
4333,Sakshi,Jain,IT,IT Support,96022.69,2022-03-29,2645,Surat,POOR,FALSE
4334,Vivek,Chauhan,Product,Scrum Master,126842.69,2025-04-10,2675,Pune,POOR,TRUE
4335,Arjun,Mukherjee,Product,UX Designer,66307.89,2019-07-08,2754,Nagpur,GOOD,FALSE
4336,Pooja,Ghosh,Sales,Account Manager,224041.22,2023-01-27,,Chennai,AVERAGE,TRUE
4337,Suresh,Verma,Legal,Paralegal,89624.9,2021-06-13,2053,Kolkata,GOOD,TRUE
4338,Vikram,Chandra,Operations,Warehouse Manager,155378.95,2023-04-23,,Goa,GOOD,TRUE
4339,Aarti,Yadav,Legal,Legal Manager,216968.65,2023-07-11,,Nagpur,GOOD,TRUE
4340,Vishal,Roy,Engineering,Architect,63793.88,2018-08-21,3369,Noida,EXCEPTIONAL,TRUE
4341,Arjun,Pillai,Analytics,Data Analyst,31353.57,2016-04-18,2348,Lucknow,AVERAGE,TRUE
4342,Tanvi,Hegde,HR,HR Manager,138824.24,2024-01-29,,Chennai,EXCEPTIONAL,TRUE
4343,Siddharth,Gupta,Engineering,Tech Lead,98155.21,2022-10-28,,Bhubaneswar,EXCEPTIONAL,TRUE
4344,Anand,Tiwari,IT,IT Manager,252411.53,2015-10-08,,Thiruvananthapuram,POOR,TRUE
4345,Ankita,Das,HR,HR Manager,109021.99,2018-04-28,,Goa,AVERAGE,FALSE
4346,Tanu,Menon,Operations,Ops Manager,209730.09,2020-02-01,,Indore,POOR,TRUE
4347,Tanvi,Mukherjee,Finance,Analyst,32910.24,2025-06-30,3974,Surat,GOOD,TRUE
4348,Disha,Kapoor,IT,System Admin,39863.11,2018-09-07,4246,Kolkata,AVERAGE,TRUE
4349,Sneha,Goyal,Legal,Contract Specialist,40348.75,2020-06-05,3039,Ranchi,AVERAGE,TRUE
4350,Suresh,Mukherjee,HR,HR Manager,188666.98,2019-11-20,,Patna,POOR,TRUE
4351,Swati,Hegde,Engineering,Developer,39587.34,2020-12-10,2572,Indore,GOOD,TRUE
4352,Nisha,Rao,Finance,Analyst,30985.13,2018-08-15,2623,Thiruvananthapuram,EXCEPTIONAL,FALSE
4353,Tushar,Pillai,Operations,Warehouse Manager,246281.65,2020-07-21,,Dehradun,AVERAGE,TRUE
4354,Ritika,Patel,Marketing,Digital Marketing Exec,112277.99,2015-08-22,2570,Chandigarh,AVERAGE,TRUE
4355,Deepak,Kulkarni,Marketing,Digital Marketing Exec,49915.79,2025-01-02,4037,Mumbai,AVERAGE,TRUE
4356,Shreya,Naik,Sales,Account Manager,142273.6,2023-10-10,,Bhopal,POOR,TRUE
4357,Meenakshi,Banerjee,Marketing,SEO Specialist,97854.93,2019-08-29,2894,Coimbatore,GOOD,TRUE
4358,Disha,Roy,Finance,Financial Planner,54405.72,2016-08-06,3027,Bhopal,AVERAGE,TRUE
4359,Priya,Roy,Engineering,Tech Lead,281189.52,2019-04-23,,Nagpur,AVERAGE,TRUE
4360,Pallavi,Bose,Analytics,Analytics Manager,122000.92,2024-02-19,,Delhi,GOOD,TRUE
4361,Aarti,Sen,Marketing,Brand Manager,267098.32,2019-11-12,,Indore,EXCEPTIONAL,TRUE
4362,Arjun,Kamath,IT,Cloud Engineer,124398.8,2020-02-11,2550,Raipur,POOR,TRUE
4363,Nikhil,Bose,HR,HR Executive,143071.52,2016-07-14,4326,Kolkata,GOOD,TRUE
4364,Rohini,Tiwari,Analytics,Analytics Manager,177574.34,2018-03-22,,Mumbai,GOOD,TRUE
4365,Piyush,Gupta,Product,Product Analyst,80208.87,2020-12-31,3771,Vadodara,AVERAGE,TRUE
4366,Ritika,Malhotra,IT,Cloud Engineer,37765.95,2019-03-01,4149,Jaipur,GOOD,TRUE
4367,Ankita,Jain,Marketing,Digital Marketing Exec,131342.61,2021-02-22,4066,Lucknow,GOOD,TRUE
4368,Aarti,Bhat,HR,HR Manager,167729.58,2022-06-10,,Indore,AVERAGE,TRUE
4369,Ashwin,Chauhan,Sales,Sales Director,145548.06,2016-10-29,,Mumbai,POOR,TRUE
4370,Jyoti,Hegde,Product,Product Owner,96098.87,2019-08-31,2675,Chandigarh,AVERAGE,TRUE
4371,Priya,Chauhan,Finance,Analyst,35787.57,2015-07-15,3881,Surat,GOOD,TRUE
4372,Anjali,Naik,Operations,Warehouse Manager,254065.22,2017-06-05,,Visakhapatnam,GOOD,TRUE
4373,Priya,Mukherjee,Sales,Sales Executive,34649.49,2017-09-06,2300,Goa,EXCEPTIONAL,TRUE
4374,Swati,Kapoor,Operations,Ops Manager,135488.29,2022-05-18,,Raipur,GOOD,TRUE
4375,Sanjay,Mishra,IT,Network Engineer,139176.49,2018-06-10,3077,Thiruvananthapuram,GOOD,TRUE
4376,Vikas,Srivastava,Finance,Financial Planner,91273.44,2020-06-15,3974,Bhopal,AVERAGE,TRUE
4377,Komal,Menon,Marketing,Content Lead,198281.4,2021-10-19,,Ahmedabad,POOR,TRUE
4378,Sunita,Roy,Analytics,BI Developer,84528.05,2016-09-06,4009,Ahmedabad,AVERAGE,TRUE
4379,Ankita,Yadav,Operations,Supply Chain Analyst,79875.52,2022-01-12,2871,Gurgaon,AVERAGE,TRUE
4380,Kunal,Mukherjee,Legal,Paralegal,71809.05,2018-07-10,2273,Indore,EXCEPTIONAL,TRUE
4381,Rohan,Verma,Finance,Financial Planner,73791.56,2021-12-07,3860,Patna,GOOD,FALSE
4382,Anand,Singh,Legal,Paralegal,34478.55,2019-09-16,2386,Bhopal,AVERAGE,TRUE
4383,Mohit,Mishra,HR,HR Executive,71144.41,2016-07-31,3882,Jaipur,POOR,TRUE
4384,Ritika,Menon,Engineering,Senior Developer,77816.97,2023-08-29,3017,Mangaluru,EXCEPTIONAL,TRUE
4385,Rohini,Mukherjee,Analytics,Data Scientist,58439.65,2020-12-22,2350,Jaipur,AVERAGE,TRUE
4386,Divya,Ghosh,Legal,Legal Counsel,73317.85,2022-10-10,2386,Chennai,GOOD,TRUE
4387,Mohit,Malhotra,IT,IT Support,105152.32,2018-03-19,4177,Ahmedabad,GOOD,TRUE
4388,Anjali,Mehta,HR,HR Manager,276254.3,2019-08-19,,Bhubaneswar,GOOD,TRUE
4389,Rohan,Sharma,Operations,Logistics Lead,244933.9,2023-07-16,,Ahmedabad,GOOD,TRUE
4390,Sakshi,Kulkarni,Marketing,SEO Specialist,90720.19,2022-09-18,3726,Surat,AVERAGE,TRUE
4391,Priya,Sharma,Operations,Ops Executive,121042.4,2023-09-02,2351,Kochi,EXCEPTIONAL,TRUE
4392,Anjali,Mishra,IT,IT Manager,100248.03,2019-06-25,,Kolkata,GOOD,TRUE
4393,Tanu,Patel,Product,Scrum Master,40093.1,2019-06-10,2993,Bhopal,GOOD,FALSE
4394,Aarti,Chatterjee,Legal,Compliance Officer,132540.99,2017-02-27,2665,Jaipur,EXCEPTIONAL,TRUE
4395,Varun,Rao,Finance,CFO,34166.75,2024-06-04,3830,Nagpur,POOR,TRUE
4396,Manya,Pillai,Finance,Financial Planner,130015.86,2025-01-30,2141,Dehradun,AVERAGE,TRUE
4397,Abhishek,Kapoor,Legal,Compliance Officer,91904.29,2017-06-07,2303,Bhubaneswar,GOOD,TRUE
4398,Aarti,Sen,Operations,Ops Manager,181935.11,2019-06-29,,Kochi,GOOD,TRUE
4399,Nikhil,Dubey,Legal,Legal Counsel,50752.47,2017-08-31,2193,Bhopal,POOR,TRUE
4400,Vikas,Nair,Finance,Finance Manager,250976.36,2021-05-04,,Thiruvananthapuram,EXCEPTIONAL,FALSE
4401,Vishal,Khanna,Finance,Finance Manager,257059.8,2021-01-19,,Nagpur,GOOD,TRUE
4402,Deepak,Arora,Marketing,Digital Marketing Exec,71511.38,2022-07-14,2274,Kolkata,GOOD,TRUE
4403,Mohit,Sethi,Product,Product Owner,115793.71,2015-05-13,2638,Mangaluru,AVERAGE,TRUE
4404,Aman,Pillai,Finance,Finance Manager,154560.29,2019-09-13,,Lucknow,GOOD,TRUE
4405,Divya,Mehta,Legal,Legal Counsel,105931.76,2019-06-09,2530,Mumbai,POOR,TRUE
4406,Arjun,Bhatt,Sales,Sales Executive,108660.21,2020-03-24,3005,Goa,GOOD,TRUE
4407,Sweta,Naik,Operations,Ops Executive,38962.32,2024-08-25,3142,Hyderabad,GOOD,TRUE
4408,Deepak,Dubey,Legal,Legal Manager,108687.47,2017-12-28,,Dehradun,AVERAGE,TRUE
4409,Rajesh,Chandra,Engineering,QA Engineer,139317.39,2016-05-16,2252,Delhi,AVERAGE,TRUE
4410,Yash,Bose,Operations,Ops Executive,31176.15,2017-06-01,2533,Thiruvananthapuram,AVERAGE,TRUE
4411,Pooja,Chauhan,Legal,Legal Manager,113052.94,2016-08-03,,Patna,GOOD,TRUE
4412,Jyoti,Rao,Sales,Account Manager,82565.24,2015-12-22,,Raipur,GOOD,TRUE
4413,Harsh,Roy,Legal,Compliance Officer,86444.57,2015-11-27,3045,Lucknow,AVERAGE,TRUE
4414,Aditya,Nair,IT,IT Support,39871.15,2015-04-15,3636,Ranchi,EXCEPTIONAL,TRUE
4415,Isha,Bhatt,Finance,Financial Planner,116650.06,2019-07-23,3927,Bhopal,AVERAGE,TRUE
4416,Divya,Das,Legal,Legal Counsel,138023.32,2017-07-07,2973,Hyderabad,GOOD,TRUE
4417,Simran,Sharma,Marketing,Digital Marketing Exec,83075.96,2023-08-23,2994,Vadodara,GOOD,TRUE
4418,Aman,Ghosh,Sales,Account Manager,167309.22,2018-10-18,,Patna,POOR,TRUE
4419,Girish,Rao,Legal,Legal Counsel,131013.08,2020-01-01,2776,Patna,GOOD,TRUE
4420,Divya,Menon,IT,IT Support,123113.18,2021-07-23,2256,Patna,AVERAGE,TRUE
4421,Arun,Dubey,HR,People Ops Lead,125269.91,2015-09-09,,Kolkata,EXCEPTIONAL,FALSE
4422,Deepak,Reddy,Operations,Logistics Lead,85857.59,2019-10-05,,Coimbatore,GOOD,TRUE
4423,Kavya,Iyer,Sales,Account Manager,120505.01,2015-12-28,,Noida,GOOD,TRUE
4424,Tarun,Singh,Product,Product Manager,89702.85,2022-05-18,,Surat,GOOD,TRUE
4425,Sonal,Chatterjee,Analytics,Analytics Manager,218200.7,2017-01-05,,Noida,GOOD,TRUE
4426,Ankita,Malhotra,Product,Product Manager,135770.01,2024-07-10,,Surat,AVERAGE,TRUE
4427,Ashwin,Kulkarni,Analytics,Analytics Manager,180606.73,2018-01-18,,Jaipur,POOR,TRUE
4428,Neha,Rao,Analytics,Senior Analyst,104073.94,2022-12-04,4101,Thiruvananthapuram,EXCEPTIONAL,TRUE
4429,Manya,Patel,Legal,Paralegal,126506.18,2018-03-03,4243,Raipur,GOOD,FALSE
4430,Tanu,Hegde,HR,Recruiter,52142.15,2018-03-03,4290,Visakhapatnam,GOOD,TRUE
4431,Anand,Sharma,Finance,CFO,77048.48,2017-08-27,2227,Chandigarh,GOOD,TRUE
4432,Naveen,Bhatt,Engineering,Senior Developer,55330.48,2021-07-14,4218,Coimbatore,GOOD,TRUE
4433,Meera,Singh,HR,HR Director,140768.42,2018-08-11,,Bengaluru,AVERAGE,TRUE
4434,Akash,Chopra,Legal,Contract Specialist,79875.07,2018-08-01,3500,Raipur,GOOD,TRUE
4435,Vishal,Dubey,HR,Recruiter,78813.67,2015-10-17,3628,Chennai,GOOD,TRUE
4436,Yash,Hegde,Finance,Analyst,94461.53,2022-11-26,3406,Bengaluru,AVERAGE,TRUE
4437,Fatima,Jain,Sales,Sales Executive,111041.94,2021-03-09,2833,Mumbai,POOR,TRUE
4438,Vivek,Iyer,HR,HR Executive,114173.09,2017-06-10,2689,Chandigarh,AVERAGE,TRUE
4439,Kiran,Chandra,Product,Scrum Master,35953.96,2024-04-24,4129,Mysuru,GOOD,TRUE
4440,Pooja,Verma,Operations,Logistics Lead,170921.61,2016-07-26,,Nagpur,GOOD,TRUE
4441,Kunal,Jain,Product,UX Designer,142695.45,2017-03-09,2754,Thiruvananthapuram,EXCEPTIONAL,TRUE
4442,Naveen,Kapoor,IT,System Admin,108588.61,2025-05-26,2550,Gurgaon,AVERAGE,TRUE
4443,Piyush,Pillai,Product,Product Owner,120344.17,2019-01-30,3097,Mysuru,AVERAGE,TRUE
4444,Piyush,Deshpande,Sales,Sales Manager,139350.19,2024-04-17,,Thiruvananthapuram,AVERAGE,TRUE
4445,Arjun,Iyer,IT,Cloud Engineer,137567.28,2016-01-28,2832,Thiruvananthapuram,AVERAGE,TRUE
4446,Harsh,Nair,Engineering,Tech Lead,166321.52,2024-07-09,,Nagpur,GOOD,FALSE
4447,Saurabh,Bhatt,Operations,Logistics Lead,116021.85,2017-06-16,,Bengaluru,EXCEPTIONAL,TRUE
4448,Shubham,Malhotra,Operations,Logistics Lead,122603.67,2021-03-27,,Ahmedabad,AVERAGE,TRUE
4449,Gaurav,Bose,Analytics,Analytics Manager,214188.57,2019-05-03,,Bhopal,POOR,TRUE
4450,Nupur,Saxena,Operations,Supply Chain Analyst,126507.35,2020-02-20,4096,Kolkata,AVERAGE,TRUE
4451,Tanvi,Khanna,Finance,Financial Planner,89636.77,2024-08-24,3847,Ahmedabad,AVERAGE,TRUE
4452,Nisha,Kamath,Legal,Legal Counsel,55395.26,2023-08-27,3634,Vadodara,GOOD,FALSE
4453,Manish,Joshi,HR,HR Director,272491.01,2019-01-30,,Goa,EXCEPTIONAL,TRUE
4454,Shubham,Jain,Analytics,Data Analyst,115046.48,2019-04-07,3971,Indore,AVERAGE,TRUE
4455,Kriti,Hegde,Analytics,Data Scientist,39759.55,2024-04-02,2350,Gurgaon,GOOD,TRUE
4456,Kunal,Bhatt,HR,HR Manager,223971.19,2016-12-30,,Mysuru,AVERAGE,TRUE
4457,Manish,Iyer,Operations,Warehouse Manager,237892.54,2016-10-20,,Visakhapatnam,AVERAGE,TRUE
4458,Disha,Verma,Sales,Business Development Rep,37962.76,2016-03-05,3178,Chennai,POOR,TRUE
4459,Amit,Hegde,Marketing,SEO Specialist,39365.26,2020-02-06,3112,Surat,AVERAGE,TRUE
4460,Isha,Agarwal,IT,System Admin,50682.61,2024-04-15,4145,Lucknow,GOOD,TRUE
4461,Vishal,Pillai,IT,System Admin,75619.73,2023-05-23,3132,Bengaluru,GOOD,TRUE
4462,Ankita,Chatterjee,Marketing,SEO Specialist,64035.01,2022-12-25,2898,Ahmedabad,GOOD,TRUE
4463,Sweta,Banerjee,Sales,Business Development Rep,37148.59,2020-11-21,3573,Jaipur,AVERAGE,TRUE
4464,Abhishek,Agarwal,Product,UX Designer,36314.48,2022-11-08,4109,Hyderabad,GOOD,FALSE
4465,Reema,Saxena,Marketing,Marketing Manager,296744.21,2022-06-25,,Jaipur,EXCEPTIONAL,TRUE
4466,Bhavna,Mehta,Finance,Finance Manager,296334.43,2025-05-02,,Vadodara,GOOD,TRUE
4467,Shubham,Reddy,Engineering,Developer,107847.23,2024-12-08,2572,Mumbai,AVERAGE,TRUE
4468,Ravi,Chopra,HR,People Ops Lead,229553.15,2024-06-05,,Dehradun,AVERAGE,TRUE
4469,Komal,Jain,Sales,Business Development Rep,120237.46,2024-08-25,2276,Surat,GOOD,TRUE
4470,Priya,Khanna,Product,Product Owner,44152.39,2017-11-26,4007,Chennai,AVERAGE,TRUE
4471,Rohini,Nair,Product,Scrum Master,120696.89,2019-11-18,2675,Lucknow,AVERAGE,TRUE
4472,Shubham,Bajaj,Marketing,Digital Marketing Exec,86999.94,2025-02-18,3004,Ahmedabad,GOOD,TRUE
4473,Komal,Bhat,Finance,Accounts Executive,45357.77,2025-03-09,3119,Bhopal,GOOD,TRUE
4474,Rajesh,Roy,Sales,Account Manager,178883.08,2025-05-06,,Surat,AVERAGE,TRUE
4475,Reema,Bose,Legal,Legal Manager,172989.91,2015-05-28,,Ranchi,AVERAGE,TRUE
4476,Megha,Saxena,Operations,Warehouse Manager,224168.79,2024-02-10,,Goa,POOR,TRUE
4477,Tarun,Bajaj,Finance,Financial Planner,43293.7,2023-03-08,3027,Bengaluru,GOOD,TRUE
4478,Deepak,Hegde,Operations,Ops Manager,278708.23,2022-05-05,,Kochi,GOOD,TRUE
4479,Sakshi,Kumar,HR,HR Director,99763.28,2017-08-23,,Patna,AVERAGE,TRUE
4480,Rohan,Dubey,Analytics,Senior Analyst,39295.18,2019-02-18,2464,Ahmedabad,GOOD,FALSE
4481,Aarti,Bhatt,Finance,Analyst,70102.36,2023-04-02,2947,Surat,GOOD,TRUE
4482,Monali,Dubey,Operations,Ops Executive,37097.32,2024-01-03,3093,Raipur,AVERAGE,TRUE
4483,Mohit,Khanna,Finance,Finance Manager,239702.36,2025-04-28,,Vadodara,AVERAGE,TRUE
4484,Amit,Sharma,Product,UX Designer,96134.72,2018-07-19,2413,Goa,EXCEPTIONAL,TRUE
4485,Varun,Shetty,Operations,Supply Chain Analyst,117759.14,2023-03-19,2156,Mangaluru,POOR,TRUE
4486,Vivek,Chauhan,Operations,Ops Executive,40116.6,2019-10-03,4440,Bengaluru,AVERAGE,TRUE
4487,Divya,Mehta,Operations,Supply Chain Analyst,72730.98,2018-12-09,3724,Mangaluru,AVERAGE,TRUE
4488,Monali,Jain,Operations,Supply Chain Analyst,61204.35,2022-07-13,2287,Visakhapatnam,GOOD,TRUE
4489,Siddharth,Chatterjee,HR,HR Manager,237309.43,2023-02-21,,Mumbai,GOOD,TRUE
4490,Jyoti,Hegde,Finance,Analyst,39238.93,2016-02-07,3881,Lucknow,GOOD,TRUE
4491,Sonal,Rao,HR,HR Director,292411.86,2023-08-26,,Mumbai,GOOD,TRUE
4492,Arun,Menon,HR,HR Executive,144493.57,2018-12-05,3245,Surat,GOOD,TRUE
4493,Isha,Goyal,Sales,Account Manager,111370.69,2016-03-23,,Patna,EXCEPTIONAL,FALSE
4494,Akash,Sharma,Analytics,Analytics Manager,145399.04,2015-03-30,,Nagpur,EXCEPTIONAL,TRUE
4495,Aditya,Arora,Operations,Ops Manager,152255.84,2025-03-13,,Lucknow,EXCEPTIONAL,TRUE
4496,Varun,Pillai,Finance,CFO,76507.46,2015-05-07,2325,Ahmedabad,GOOD,TRUE
4497,Swati,Chatterjee,Engineering,QA Engineer,54068.74,2022-04-02,2420,Surat,GOOD,TRUE
4498,Bhavna,Tiwari,Analytics,Senior Analyst,71648.78,2020-03-18,3966,Goa,AVERAGE,TRUE
4499,Vikram,Mishra,IT,IT Manager,91671.47,2017-06-05,,Bhubaneswar,AVERAGE,TRUE
4500,Kunal,Yadav,Finance,Finance Manager,199226.25,2021-09-20,,Bhopal,GOOD,FALSE
4501,Tarun,Srivastava,Legal,Legal Manager,178862.52,2021-12-22,,Nagpur,GOOD,TRUE
4502,Disha,Arora,Marketing,Digital Marketing Exec,102325.15,2020-08-16,2346,Dehradun,GOOD,FALSE
4503,Anand,Agarwal,Operations,Supply Chain Analyst,74500.66,2019-06-25,2763,Chandigarh,POOR,TRUE
4504,Fatima,Bhat,Marketing,Content Lead,163658.73,2018-06-25,,Gurgaon,GOOD,TRUE
4505,Kriti,Sen,Engineering,Developer,103514.23,2023-07-28,2917,Bengaluru,GOOD,TRUE
4506,Ritika,Patel,Marketing,Digital Marketing Exec,56032.74,2024-10-17,3170,Ranchi,EXCEPTIONAL,TRUE
4507,Neha,Pillai,Sales,Account Manager,247827.28,2015-08-13,,Mysuru,EXCEPTIONAL,TRUE
4508,Deepak,Sen,Finance,Analyst,106089.79,2022-08-05,4213,Surat,GOOD,TRUE
4509,Ashwin,Iyer,IT,Cloud Engineer,30512.8,2018-06-16,3977,Mysuru,EXCEPTIONAL,TRUE
4510,Nikhil,Bhatt,Analytics,Senior Analyst,82212.46,2022-10-12,3966,Bhubaneswar,EXCEPTIONAL,TRUE
4511,Ankita,Saxena,Marketing,Marketing Manager,277550.86,2017-05-29,,Kolkata,GOOD,TRUE
4512,Tanu,Kapoor,Product,Product Manager,164522.29,2016-02-16,,Jaipur,AVERAGE,TRUE
4513,Isha,Mukherjee,Operations,Warehouse Manager,270761.44,2018-10-04,,Ahmedabad,POOR,FALSE
